,image_link,group_id,entity_name,entity_value
49,https://m.media-amazon.com/images/I/71oRPSe6eeL.jpg,918474,maximum_weight_recommendation,330 pound
50,https://m.media-amazon.com/images/I/71+TkM5--rL.jpg,204245,maximum_weight_recommendation,25 kilogram
51,https://m.media-amazon.com/images/I/51vJeHdf5sL.jpg,220662,depth,7.5 centimetre
52,https://m.media-amazon.com/images/I/71GRGFulG7L.jpg,916768,item_volume,0.62 litre
53,https://m.media-amazon.com/images/I/51NsAI2DX-L.jpg,141308,depth,31.0 centimetre
54,https://m.media-amazon.com/images/I/41pgQsGDJwL.jpg,417434,depth,40.0 centimetre
55,https://m.media-amazon.com/images/I/61GUBT6rbzL.jpg,221399,maximum_weight_recommendation,200 kilogram
56,https://m.media-amazon.com/images/I/81iwUtaFFtL.jpg,641642,voltage,24.0 volt
57,https://m.media-amazon.com/images/I/71NOMgDqs0L.jpg,281678,item_weight,2.5 gram
58,https://m.media-amazon.com/images/I/514VsYGNbZL.jpg,752266,wattage,45.0 watt
59,https://m.media-amazon.com/images/I/71169YuFGuL.jpg,271537,voltage,250.0 volt
60,https://m.media-amazon.com/images/I/51g+oTEZtiL.jpg,721522,depth,1000.0 millimetre
61,https://m.media-amazon.com/images/I/71TTr5NLBzL.jpg,276700,voltage,"[220.0, 240.0] volt"
62,https://m.media-amazon.com/images/I/61BDXCJ+5aL.jpg,752266,width,6.7 inch
63,https://m.media-amazon.com/images/I/61YTc96I3iL.jpg,752266,wattage,40.0 watt
64,https://m.media-amazon.com/images/I/619n+lbo-7L.jpg,849273,height,5.7 centimetre
65,https://m.media-amazon.com/images/I/614ehNpT1+L.jpg,708102,depth,15.0 inch
66,https://m.media-amazon.com/images/I/51BGaAO8DLL.jpg,347404,height,4.3 inch
67,https://m.media-amazon.com/images/I/51ggMkamm2L.jpg,752266,voltage,3.7 volt
68,https://m.media-amazon.com/images/I/51b0mayPDVL.jpg,416664,height,171.0 centimetre
69,https://m.media-amazon.com/images/I/41km6i1vByL.jpg,611510,maximum_weight_recommendation,100 kilogram
70,https://m.media-amazon.com/images/I/81nq0IeoIiL.jpg,459516,item_volume,30.0 millilitre
71,https://m.media-amazon.com/images/I/81tvdif395L.jpg,281678,item_weight,1.0 gram
72,https://m.media-amazon.com/images/I/61vtdwkTG8L.jpg,969033,maximum_weight_recommendation,30 kilogram
73,https://m.media-amazon.com/images/I/61TFapZeolL.jpg,934747,item_weight,3.0 gram
74,https://m.media-amazon.com/images/I/71H+bOzToAL.jpg,641642,voltage,1.5 volt
75,https://m.media-amazon.com/images/I/41cukpEONVL.jpg,892291,wattage,67.0 watt
76,https://m.media-amazon.com/images/I/51eMGGjE6IL.jpg,913156,height,6.68 inch
77,https://m.media-amazon.com/images/I/61BysmB2m2L.jpg,434825,width,197.0 millimetre
78,https://m.media-amazon.com/images/I/51fImK2FzqS.jpg,416664,height,30.0 centimetre
79,https://m.media-amazon.com/images/I/61Ob1sAjx3L.jpg,204245,maximum_weight_recommendation,150 kilogram
80,https://m.media-amazon.com/images/I/61G2rdCkxyL.jpg,284992,depth,15.0 inch
81,https://m.media-amazon.com/images/I/51dVY3Co5yL.jpg,944936,depth,7.0 inch
82,https://m.media-amazon.com/images/I/51lAZ1Dg2HL.jpg,462731,width,4.3 centimetre
83,https://m.media-amazon.com/images/I/61owJYchthL.jpg,281678,item_volume,19.0 millilitre
84,https://m.media-amazon.com/images/I/61HUKumYbXL.jpg,630390,item_weight,25.8 ounce
85,https://m.media-amazon.com/images/I/514SiseYakL.jpg,311997,height,118.0 centimetre
86,https://m.media-amazon.com/images/I/91s3XJ8nSFS.jpg,359859,item_weight,7.0 ounce
87,https://m.media-amazon.com/images/I/61DL1RKAxoL.jpg,318770,wattage,550.0 watt
88,https://m.media-amazon.com/images/I/71RDZf7nQ4L.jpg,675317,item_weight,4.0 milligram
89,https://m.media-amazon.com/images/I/71fuVd-wL-L.jpg,225091,item_volume,199071.0 decilitre
90,https://m.media-amazon.com/images/I/51C8E3tdRXL.jpg,752266,height,9.0 centimetre
91,https://m.media-amazon.com/images/I/81Rp4QpRGIL.jpg,156839,maximum_weight_recommendation,5 kilogram
92,https://m.media-amazon.com/images/I/71qAyzPcNML.jpg,801829,maximum_weight_recommendation,120 kilogram
93,https://m.media-amazon.com/images/I/51qmXPmd3WL.jpg,113134,depth,420.0 millimetre
94,https://m.media-amazon.com/images/I/51PRJL21yQL.jpg,944592,depth,16.0 centimetre
95,https://m.media-amazon.com/images/I/81qgCv1SZUL.jpg,308856,item_weight,30 gram
96,https://m.media-amazon.com/images/I/715Vvblh2TL.jpg,752266,voltage,120.0 volt
97,https://m.media-amazon.com/images/I/41WJg2c0PDL.jpg,558806,width,3.5 inch
98,https://m.media-amazon.com/images/I/61nEJKlq+sL.jpg,271537,voltage,12.0 volt
99,https://m.media-amazon.com/images/I/51AHBh+FhKL.jpg,593646,depth,300.0 centimetre
100,https://m.media-amazon.com/images/I/61FUuie57cL.jpg,752266,width,8.0 inch
101,https://m.media-amazon.com/images/I/81q4wtk00SL.jpg,120219,maximum_weight_recommendation,6.0 ton
102,https://m.media-amazon.com/images/I/71cnwkV7bCL.jpg,318770,wattage,10.0 watt
103,https://m.media-amazon.com/images/I/61xjPwJq1jL.jpg,459516,item_volume,1.0 cup
104,https://m.media-amazon.com/images/I/61COHo8U0nL.jpg,892291,wattage,85.0 watt
105,https://m.media-amazon.com/images/I/51-Wv-wdOmL.jpg,311997,height,69.7 inch
106,https://m.media-amazon.com/images/I/313usHcpxGL.jpg,695925,width,11.0 centimetre
107,https://m.media-amazon.com/images/I/51CyW74fw0L.jpg,625842,item_volume,1.5 litre
108,https://m.media-amazon.com/images/I/81k-Gj54nmL.jpg,641642,voltage,30.0 volt
109,https://m.media-amazon.com/images/I/61T6bmj03nL.jpg,369753,item_volume,6.1 fluid ounce
110,https://m.media-amazon.com/images/I/71idD8BenaL.jpg,524117,maximum_weight_recommendation,10000.0 microgram
111,https://m.media-amazon.com/images/I/51fu4MCWuxS.jpg,442321,width,100.0 centimetre
112,https://m.media-amazon.com/images/I/71jtCNdxJQL.jpg,150913,maximum_weight_recommendation,25 kilogram
113,https://m.media-amazon.com/images/I/81wr8F7akFL.jpg,524117,maximum_weight_recommendation,2.0 kilogram
114,https://m.media-amazon.com/images/I/41SiRBSLGeL.jpg,126471,width,137.0 centimetre
115,https://m.media-amazon.com/images/I/81DYntPQOxL.jpg,801829,maximum_weight_recommendation,120 kilogram
116,https://m.media-amazon.com/images/I/81v6wDsdevL.jpg,281678,item_volume,0.25 litre
117,https://m.media-amazon.com/images/I/51IOKlr7DCS.jpg,557758,item_volume,200.0 millilitre
118,https://m.media-amazon.com/images/I/713304si+pL.jpg,459516,item_weight,100.0 gram
119,https://m.media-amazon.com/images/I/51pgO9vBCFL.jpg,120219,height,3.6 inch
120,https://m.media-amazon.com/images/I/61X0clDod0L.jpg,225091,item_volume,0.5 millilitre
121,https://m.media-amazon.com/images/I/614ZCy0uEGL.jpg,724384,width,3.14 inch
122,https://m.media-amazon.com/images/I/414H+2lx-FL.jpg,318770,wattage,20.0 watt
123,https://m.media-amazon.com/images/I/61Cwqa5h3GL.jpg,296366,width,150.0 millimetre
124,https://m.media-amazon.com/images/I/51xnxL1X6DL.jpg,358831,depth,90.0 centimetre
125,https://m.media-amazon.com/images/I/61oCFtYDFkL.jpg,369753,item_volume,0.74 ounce
126,https://m.media-amazon.com/images/I/51zElPeM0XL.jpg,244283,width,48.0 inch
127,https://m.media-amazon.com/images/I/71N2mCuBodL.jpg,965518,item_weight,0.9 kilogram
128,https://m.media-amazon.com/images/I/51Tt9V1f-4L.jpg,943839,width,0.05 millimetre
129,https://m.media-amazon.com/images/I/614rXHZeCKL.jpg,178778,depth,7.3 inch
130,https://m.media-amazon.com/images/I/711SjF01LKL.jpg,969033,maximum_weight_recommendation,45 kilogram
131,https://m.media-amazon.com/images/I/81KhKZkgnnL.jpg,752266,voltage,5.0 volt
132,https://m.media-amazon.com/images/I/617lPGvQeES.jpg,384298,width,15.2 inch
133,https://m.media-amazon.com/images/I/61gCuKW1cyL.jpg,179080,voltage,48.0 volt
134,https://m.media-amazon.com/images/I/71UbcI2BtcL.jpg,752266,wattage,60.0 watt
135,https://m.media-amazon.com/images/I/51czivBS0cL.jpg,876642,height,2.5 centimetre
136,https://m.media-amazon.com/images/I/51xo-Zh5EGL.jpg,347404,width,13.0 centimetre
137,https://m.media-amazon.com/images/I/51l+fydbLCL.jpg,362879,width,3.2 centimetre
138,https://m.media-amazon.com/images/I/71LVj7gBbFL.jpg,318770,wattage,100.0 watt
139,https://m.media-amazon.com/images/I/71UnIPdzHoL.jpg,462757,maximum_weight_recommendation,110 kilogram
140,https://m.media-amazon.com/images/I/510EPhobCRL.jpg,792578,depth,58.0 centimetre
141,https://m.media-amazon.com/images/I/61wwYJEpi0L.jpg,752266,wattage,92002.0 watt
142,https://m.media-amazon.com/images/I/51eZi8aGP6S.jpg,784538,depth,40.5 centimetre
143,https://m.media-amazon.com/images/I/61YNWWUOXwL.jpg,459516,item_volume,2.0 fluid ounce
144,https://m.media-amazon.com/images/I/615yNAIpOOL.jpg,916768,height,58.0 millimetre
145,https://m.media-amazon.com/images/I/51bRj0WePJL.jpg,731252,height,11.0 centimetre
146,https://m.media-amazon.com/images/I/71bUOYYjggS.jpg,648011,voltage,110.0 volt
147,https://m.media-amazon.com/images/I/619VQZ2GApL.jpg,243137,depth,180.0 centimetre
148,https://m.media-amazon.com/images/I/61M6LdGFnCL.jpg,983323,wattage,2.5 watt
149,https://m.media-amazon.com/images/I/71NzgG0-hHL.jpg,179080,wattage,250.0 watt
150,https://m.media-amazon.com/images/I/71aiaRX2uyL.jpg,369753,item_volume,4.0 ounce
151,https://m.media-amazon.com/images/I/61EEsK3mHOL.jpg,731252,height,3.34 inch
152,https://m.media-amazon.com/images/I/5136isPreBL.jpg,237000,width,11.02 inch
153,https://m.media-amazon.com/images/I/61+xFfCiYeL.jpg,599772,height,27.5 centimetre
154,https://m.media-amazon.com/images/I/61GYqNNnFYL.jpg,369753,item_volume,1.02 ounce
155,https://m.media-amazon.com/images/I/613tStZrCLL.jpg,530124,depth,400.0 millimetre
156,https://m.media-amazon.com/images/I/61sDDxnD+GL.jpg,120569,item_weight,60.0 milligram
157,https://m.media-amazon.com/images/I/61Jc1Rv1MBL.jpg,523149,item_weight,2.67 gram
158,https://m.media-amazon.com/images/I/81icMlRa5iL.jpg,179080,wattage,250.0 watt
159,https://m.media-amazon.com/images/I/815emdfqZhL.jpg,916768,item_volume,30.0 millilitre
160,https://m.media-amazon.com/images/I/71cMd1nfyRL.jpg,965518,voltage,8.0 volt
161,https://m.media-amazon.com/images/I/51A06jSGn1L.jpg,507619,depth,67.0 centimetre
162,https://m.media-amazon.com/images/I/41e+jsWlWTL.jpg,801829,height,103.5 centimetre
163,https://m.media-amazon.com/images/I/61uDftyVCDL.jpg,731432,item_weight,400.0 gram
164,https://m.media-amazon.com/images/I/61+hkpw5jsL.jpg,752266,width,7.0 inch
165,https://m.media-amazon.com/images/I/61Dnrl6gi7L.jpg,849273,width,2.0 inch
166,https://m.media-amazon.com/images/I/612ML7BFQlL.jpg,681045,width,6.3 centimetre
167,https://m.media-amazon.com/images/I/61Duis+mFWL.jpg,518578,depth,445.0 millimetre
168,https://m.media-amazon.com/images/I/71lstqvVO6L.jpg,281678,item_weight,60.0 gram
169,https://m.media-amazon.com/images/I/71HIccFLjmL.jpg,709627,voltage,3.82 volt
170,https://m.media-amazon.com/images/I/51OWNQ+xXSL.jpg,969033,height,16.0 centimetre
171,https://m.media-amazon.com/images/I/61AGW0I-QsL.jpg,342931,depth,145.0 millimetre
172,https://m.media-amazon.com/images/I/81RUz5N3KPL.jpg,983323,voltage,2011.0 volt
173,https://m.media-amazon.com/images/I/81oVJaF0PCL.jpg,641642,voltage,36.0 volt
174,https://m.media-amazon.com/images/I/71oFo3b1SFL.jpg,993359,item_weight,14 ounce
175,https://m.media-amazon.com/images/I/81td0qHOmyL.jpg,746096,voltage,5.0 volt
176,https://m.media-amazon.com/images/I/51D+tVCCtwL.jpg,311997,height,42.6 inch
177,https://m.media-amazon.com/images/I/71oYySsSjAL.jpg,120219,maximum_weight_recommendation,16.0 gram
178,https://m.media-amazon.com/images/I/51d0GHyemcL.jpg,943839,depth,88.0 millimetre
179,https://m.media-amazon.com/images/I/51-g3m80Y-L.jpg,641642,voltage,5.0 volt
180,https://m.media-amazon.com/images/I/81TxhT7-nXL.jpg,529606,item_weight,8.3 ounce
181,https://m.media-amazon.com/images/I/517WPpkbZHL.jpg,866516,height,30.0 centimetre
182,https://m.media-amazon.com/images/I/61DMTLG8fmL.jpg,204245,maximum_weight_recommendation,20 kilogram
183,https://m.media-amazon.com/images/I/6115DJqg71L.jpg,470067,height,39.3 inch
184,https://m.media-amazon.com/images/I/71RTr9gZ93L.jpg,318770,wattage,66.0 watt
185,https://m.media-amazon.com/images/I/81cWrwUtfvL.jpg,524635,item_weight,4.0 ounce
186,https://m.media-amazon.com/images/I/71WLOSbXGpL.jpg,120219,maximum_weight_recommendation,0.924 pound
187,https://m.media-amazon.com/images/I/61U1l-hF0ML.jpg,648011,voltage,"[85.0, 265.0] volt"
188,https://m.media-amazon.com/images/I/51zggGbjSNS.jpg,276611,height,80.5 centimetre
189,https://m.media-amazon.com/images/I/51ysR9lSPnL.jpg,242256,width,18.5 inch
190,https://m.media-amazon.com/images/I/617+vralStL.jpg,783898,width,6.0 centimetre
191,https://m.media-amazon.com/images/I/61SyozNzeGL.jpg,752266,voltage,1840.0 volt
192,https://m.media-amazon.com/images/I/81xqUmSRwyL.jpg,654649,item_weight,1.0 ton
193,https://m.media-amazon.com/images/I/5112hBCuSZL.jpg,284992,height,23.0 centimetre
194,https://m.media-amazon.com/images/I/71O2Bnlk4tL.jpg,120219,maximum_weight_recommendation,1000.0 gram
195,https://m.media-amazon.com/images/I/51j4L4FHZ6L.jpg,442321,width,120.0 centimetre
196,https://m.media-amazon.com/images/I/51wgBapcFNL.jpg,483370,depth,17.3 centimetre
197,https://m.media-amazon.com/images/I/71yDqy9ljGL.jpg,746096,wattage,27.0 watt
198,https://m.media-amazon.com/images/I/513r0S7wnHL.jpg,308430,width,18.0 centimetre
199,https://m.media-amazon.com/images/I/51HUAnP9XWL.jpg,267182,voltage,12.0 volt
200,https://m.media-amazon.com/images/I/51gAnFQqllL.jpg,150535,width,23.5 centimetre
201,https://m.media-amazon.com/images/I/81FdS5mR-kL.jpg,993359,item_weight,10 gram
202,https://m.media-amazon.com/images/I/617EKdM5xML.jpg,144184,depth,12.0 inch
203,https://m.media-amazon.com/images/I/41-odzyOK+L.jpg,208023,width,10.0 inch
204,https://m.media-amazon.com/images/I/61BbgAFHerL.jpg,943839,depth,30.0 millimetre
205,https://m.media-amazon.com/images/I/61gq4N8icPL.jpg,801829,maximum_weight_recommendation,105 kilogram
206,https://m.media-amazon.com/images/I/71t7HUpDZzL.jpg,459516,item_volume,2.0 fluid ounce
207,https://m.media-amazon.com/images/I/71nJJPicvsL.jpg,459516,item_volume,30.0 millilitre
208,https://m.media-amazon.com/images/I/81Huw2lrxML.jpg,801829,maximum_weight_recommendation,350 pound
209,https://m.media-amazon.com/images/I/71o3cW3xP1L.jpg,204245,maximum_weight_recommendation,110 pound
210,https://m.media-amazon.com/images/I/61A48HenGlL.jpg,421177,depth,200.0 millimetre
211,https://m.media-amazon.com/images/I/51nLPJHAByL.jpg,108478,height,7.86 inch
212,https://m.media-amazon.com/images/I/61EY5WRgfBL.jpg,658003,height,26.5 centimetre
213,https://m.media-amazon.com/images/I/51s+3uc81eL.jpg,119607,width,37.0 centimetre
214,https://m.media-amazon.com/images/I/6125bLz30sL.jpg,731252,depth,23.0 centimetre
215,https://m.media-amazon.com/images/I/615csEV+8-L.jpg,564236,height,26.0 centimetre
216,https://m.media-amazon.com/images/I/51+Zy3VkGQL.jpg,150535,depth,6.5 centimetre
217,https://m.media-amazon.com/images/I/61stQjZi3KL.jpg,709627,voltage,7.4 volt
218,https://m.media-amazon.com/images/I/711GGW5a86L.jpg,752266,wattage,60.0 watt
219,https://m.media-amazon.com/images/I/819jJhPpp7S.jpg,281678,item_volume,200.0 millilitre
220,https://m.media-amazon.com/images/I/51KZGukz8VL.jpg,793774,height,10.0 inch
221,https://m.media-amazon.com/images/I/51MYjeqfL8L.jpg,681445,item_weight,280.0 gram
222,https://m.media-amazon.com/images/I/71OnN0VscML.jpg,934747,item_weight,10011.0 ton
223,https://m.media-amazon.com/images/I/41g5vHbdKnL.jpg,494658,width,50.0 centimetre
224,https://m.media-amazon.com/images/I/51k5AhVbfuL.jpg,709627,item_weight,26.0 pound
225,https://m.media-amazon.com/images/I/7133JeSA28L.jpg,252585,item_volume,8.3 cubic inch
226,https://m.media-amazon.com/images/I/71mCI1CckQL.jpg,459516,item_volume,699.0 litre
227,https://m.media-amazon.com/images/I/61z0zE76ihS.jpg,369753,item_volume,26.0 cubic inch
228,https://m.media-amazon.com/images/I/51MmK2GcFaL.jpg,709627,voltage,3.7 volt
229,https://m.media-amazon.com/images/I/5183fP4O6EL.jpg,913156,depth,6.57 inch
230,https://m.media-amazon.com/images/I/61+04wmr76L.jpg,486636,depth,13.0 inch
231,https://m.media-amazon.com/images/I/61F6NaEnbBS.jpg,752266,wattage,30.0 watt
232,https://m.media-amazon.com/images/I/71YXyCEAYZL.jpg,459516,item_volume,1.0 cup
233,https://m.media-amazon.com/images/I/71wOsN+jSSL.jpg,281678,item_volume,173.0 millilitre
234,https://m.media-amazon.com/images/I/519Q2GzgH4L.jpg,693845,height,63.0 centimetre
235,https://m.media-amazon.com/images/I/516UzwZkLaL.jpg,119607,width,18.0 inch
236,https://m.media-amazon.com/images/I/515Qkfaq4OL.jpg,237000,width,24.0 inch
237,https://m.media-amazon.com/images/I/71Fcgzf92PL.jpg,641642,voltage,24.0 volt
238,https://m.media-amazon.com/images/I/51ruwV79FkL.jpg,675317,width,16.0 millimetre
239,https://m.media-amazon.com/images/I/61FiRslT7EL.jpg,838598,depth,5.0 inch
240,https://m.media-amazon.com/images/I/61BOqvcKDxL.jpg,653767,depth,16.0 inch
241,https://m.media-amazon.com/images/I/711-879FbwL.jpg,252585,item_volume,1.9 cubic inch
242,https://m.media-amazon.com/images/I/61Ft8KgEusL.jpg,470067,width,115.0 millimetre
243,https://m.media-amazon.com/images/I/41zEkn7zJlL.jpg,752266,voltage,220.0 volt
244,https://m.media-amazon.com/images/I/51NEZXoeQeL.jpg,594224,height,35.0 millimetre
245,https://m.media-amazon.com/images/I/61aLt2Axh6L.jpg,483370,item_weight,200.0 gram
246,https://m.media-amazon.com/images/I/51TNUc3I7OL.jpg,489118,item_weight,80.0 gram
247,https://m.media-amazon.com/images/I/61rWf7sOCWL.jpg,271537,voltage,12.0 volt
248,https://m.media-amazon.com/images/I/61EMZ9PiTVL.jpg,130202,depth,30.0 centimetre
249,https://m.media-amazon.com/images/I/61RbWvI3daL.jpg,225091,item_volume,0.8 millilitre
250,https://m.media-amazon.com/images/I/71tY0RaVTOL.jpg,271537,voltage,20.0 volt
251,https://m.media-amazon.com/images/I/51tI94a9KTL.jpg,524635,item_weight,15.0 gram
252,https://m.media-amazon.com/images/I/71K8EU+x95L.jpg,318770,wattage,600.0 watt
253,https://m.media-amazon.com/images/I/51rGK-inORL.jpg,866516,depth,8.0 centimetre
254,https://m.media-amazon.com/images/I/81jVFV6AZ8L.jpg,276700,voltage,20.0 volt
255,https://m.media-amazon.com/images/I/51Lr1jnnccL.jpg,641642,voltage,12.0 volt
256,https://m.media-amazon.com/images/I/81tSQ11znnL.jpg,179080,wattage,250.0 watt
257,https://m.media-amazon.com/images/I/41cl9w3+-cL.jpg,347320,depth,5.0 metre
258,https://m.media-amazon.com/images/I/61FdnCN-auL.jpg,397856,item_weight,1000.0 microgram
259,https://m.media-amazon.com/images/I/61-Yc8emZXL.jpg,720553,depth,7.0 millimetre
260,https://m.media-amazon.com/images/I/51rzX3KTrUL.jpg,146860,width,28.0 centimetre
261,https://m.media-amazon.com/images/I/71pTz8YyADL.jpg,365637,item_weight,708.0 gram
262,https://m.media-amazon.com/images/I/71IaiI1qwmL.jpg,140266,voltage,300.0 volt
263,https://m.media-amazon.com/images/I/51gmFNTvHWL.jpg,219199,depth,10.0 centimetre
264,https://m.media-amazon.com/images/I/71SbBBOkDbL.jpg,957050,wattage,1080.0 horsepower
265,https://m.media-amazon.com/images/I/617PvJhTbIL.jpg,416664,height,10.3 inch
266,https://m.media-amazon.com/images/I/61684Wy23-L.jpg,731252,depth,8.8 inch
267,https://m.media-amazon.com/images/I/71uPbv8ZaCL.jpg,993359,item_weight,1205.0 kilogram
268,https://m.media-amazon.com/images/I/31pzmEahw3L.jpg,993359,item_weight,25 gram
269,https://m.media-amazon.com/images/I/51U6g6DQQYL.jpg,866516,width,2.04 inch
270,https://m.media-amazon.com/images/I/51iSNU2sqOL.jpg,641642,voltage,220.0 volt
271,https://m.media-amazon.com/images/I/71z2eDhhY7S.jpg,318770,wattage,12.0 watt
272,https://m.media-amazon.com/images/I/61CNipecW9L.jpg,436746,width,12.6 inch
273,https://m.media-amazon.com/images/I/81k9gYx2JvL.jpg,281678,item_volume,8.0 fluid ounce
274,https://m.media-amazon.com/images/I/51EZX58oe-L.jpg,916768,item_volume,4.5 litre
275,https://m.media-amazon.com/images/I/71cdb6sg2+L.jpg,369753,item_volume,0.98 ounce
276,https://m.media-amazon.com/images/I/81BJ1GNl0WL.jpg,752266,wattage,250.0 watt
277,https://m.media-amazon.com/images/I/51UAzMHT8kL.jpg,524117,depth,9.5 inch
278,https://m.media-amazon.com/images/I/815ty2t5BSL.jpg,752266,wattage,24.0 watt
279,https://m.media-amazon.com/images/I/713NzOXHtiL.jpg,369753,item_volume,0.92 fluid ounce
280,https://m.media-amazon.com/images/I/71mOXOZFm5L.jpg,752266,wattage,60.0 watt
281,https://m.media-amazon.com/images/I/61G4BCMP45L.jpg,752266,wattage,60.0 watt
282,https://m.media-amazon.com/images/I/71CD6xNIAfL.jpg,801829,maximum_weight_recommendation,150 kilogram
283,https://m.media-amazon.com/images/I/51iXihXRzWL.jpg,507848,height,26.0 centimetre
284,https://m.media-amazon.com/images/I/71Rv7SC7JzL.jpg,525429,wattage,25.3 watt
285,https://m.media-amazon.com/images/I/41x4DFRKUrL.jpg,254449,item_volume,100.0 millilitre
286,https://m.media-amazon.com/images/I/51UTwfImKZL.jpg,150535,width,12.0 inch
287,https://m.media-amazon.com/images/I/61ZG-pmbeJL.jpg,156839,maximum_weight_recommendation,33.0 pound
288,https://m.media-amazon.com/images/I/61H7mER0xGL.jpg,752266,wattage,10.0 watt
289,https://m.media-amazon.com/images/I/619+PT-LlsL.jpg,373285,item_volume,128.0 fluid ounce
290,https://m.media-amazon.com/images/I/51w5Zk94crL.jpg,347320,width,32.0 centimetre
